"","precio","lat","long","x","y","optional"
"30",3.56,22.1321072252491,-102.09525596565,-102.09525596565,22.1321072252491,TRUE
"31",2.64552,21.9108322046951,-102.713602068355,-102.713602068355,21.9108322046951,TRUE
"32",2.9662,21.9108322046951,-102.713602068355,-102.713602068355,21.9108322046951,TRUE
"33",3.22881,22.3705155698023,-102.312008536754,-102.312008536754,22.3705155698023,TRUE
"34",2.87696,22.3705155698023,-102.312008536754,-102.312008536754,22.3705155698023,TRUE
"35",3.49501,21.9286696048425,-102.000727715014,-102.000727715014,21.9286696048425,TRUE
"36",3.3105,21.9286696048425,-102.000727715014,-102.000727715014,21.9286696048425,TRUE
"37",3.48151,21.9345555550314,-102.468451762947,-102.468451762947,21.9345555550314,TRUE
"38",3.51678,21.9345555550314,-102.468451762947,-102.468451762947,21.9345555550314,TRUE
"39",3.04348,22.104933545332,-102.301624520276,-102.301624520276,22.104933545332,TRUE
"40",2.5513,22.104933545332,-102.301624520276,-102.301624520276,22.104933545332,TRUE
"41",3.4,22.2477576150346,-102.349236163442,-102.349236163442,22.2477576150346,TRUE
"42",2.5014,22.2477576150346,-102.349236163442,-102.349236163442,22.2477576150346,TRUE
"43",3.6,22.0218651598166,-102.251783835782,-102.251783835782,22.0218651598166,TRUE
"44",3.5,22.0218651598166,-102.251783835782,-102.251783835782,22.0218651598166,TRUE
"45",3.76845,22.1426267702987,-102.530135758101,-102.530135758101,22.1426267702987,TRUE
"46",2.90578,22.1426267702987,-102.530135758101,-102.530135758101,22.1426267702987,TRUE
"47",3,22.2435163449673,-102.192721227469,-102.192721227469,22.2435163449673,TRUE
