producto,precio_max,precio_frec,precio_min,fecha,destino,origen,edo_destino,obs
Maiz blanco,2.50,2.50,2.50,30/11/2005, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,2.50,2.50,2.30,30/11/2005, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.20,2.20,2.10,30/11/2005, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,3.20,3.00,3.00,30/11/2005, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.20,2.00,2.00,30/11/2005, central de abasto de león,jalisco,guanajuato,
Maiz blanco,2.60,2.40,2.20,30/11/2005, central de abasto de aguascalientes,jalisco,aguascalientes,
Maiz blanco,2.70,2.70,2.50,30/11/2005, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.30,2.30,2.20,30/11/2005, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.20,2.20,2.20,30/11/2005, central de abasto de pachuca,méxico,hidalgo,
Maiz blanco,2.15,2.15,2.15,30/11/2005, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,3.00,2.80,2.80,30/11/2005, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.00,2.00,2.00,30/11/2005, mercado de abasto de guadalajara,michoacán,jalisco,
Maiz blanco,2.50,2.40,2.40,30/11/2005, central de abasto de puebla,puebla,puebla,
Maiz blanco,1.66,1.63,1.63,30/11/2005, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.00,3.00,3.00,30/11/2005, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.00,2.00,2.00,30/11/2005, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,1.90,1.80,1.70,30/11/2005," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.20,2.00,1.80,30/11/2005, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,3.00,2.90,2.90,30/11/2005," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.00,2.40,2.30,30/11/2005," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.35,2.35,2.35,30/11/2005," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,30/11/2005," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,3.00,3.00,3.00,30/11/2005, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,6.00,6.00,6.00,30/11/2011, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,5.80,5.60,30/11/2011, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,6.00,6.00,6.00,30/11/2011, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,8.00,7.00,7.00,30/11/2011, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,6.30,6.30,6.00,30/11/2011, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,5.50,5.50,5.30,30/11/2011," central de abasto ""francisco villa""",durango,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,6.00,5.00,4.00,30/11/2011, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,7.00,6.00,5.00,30/11/2011," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,5.47,5.47,5.47,30/11/2011, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.60,5.60,5.60,30/11/2011, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,7.50,7.50,6.50,30/11/2011, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,6.00,6.00,5.80,30/11/2011, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,7.00,7.00,6.80,30/11/2011, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,5.70,5.70,5.40,30/11/2011, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.60,5.60,5.60,30/11/2011, central de abasto de villahermosa,michoacán,tabasco,
Maiz blanco,5.50,5.00,5.00,30/11/2011, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,6.10,6.00,6.00,30/11/2011, módulo de abasto de oaxaca,oaxaca,oaxaca,
Maiz blanco,6.00,6.00,5.00,30/11/2011," módulo de abasto de tampico, madero y altamira",querétaro,tamaulipas,
Maiz blanco,7.50,7.35,6.80,30/11/2011," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,6.30,6.30,6.30,30/11/2011, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,7.00,7.00,7.00,30/11/2011, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,6.90,6.50,6.50,30/11/2011," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,6.00,6.00,5.90,30/11/2011, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,5.70,5.50,5.50,30/11/2011, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,6.00,6.00,5.90,30/11/2011, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.50,6.40,6.20,30/11/2011," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,6.00,6.00,5.70,30/11/2011," central de abasto ""francisco villa""",sinaloa,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,5.00,5.00,4.50,30/11/2011, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,6.30,6.30,5.90,30/11/2011, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,7.00,6.50,6.50,30/11/2011, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,6.80,6.50,6.28,30/11/2011," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,6.10,6.00,6.00,30/11/2011, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,6.20,6.20,6.00,30/11/2011, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,6.00,6.00,6.00,30/11/2011, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.70,4.70,4.70,30/10/2013, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,6.00,30/10/2013, central de abasto de mérida,campeche,yucatán,
Maiz blanco,4.80,4.60,4.60,30/10/2013, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,6.00,6.00,6.00,30/10/2013, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,6.50,6.50,6.00,30/10/2013, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,6.00,5.50,4.80,30/10/2013," central de abasto ""francisco villa""",durango,durango,Mínimo. Ton. Máximo. Kg. Frecuente. Bulto.
Maiz blanco,5.50,5.50,5.40,30/10/2013, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,7.00,6.00,6.00,30/10/2013," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.47,4.36,4.26,30/10/2013, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.00,5.00,5.00,30/10/2013, mercado de abasto de guadalajara,importación,jalisco,
Maiz blanco,8.50,8.50,8.00,30/10/2013, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.00,4.00,4.00,30/10/2013, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,5.50,5.50,5.30,30/10/2013, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.70,4.70,4.30,30/10/2013, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.80,5.50,5.00,30/10/2013, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,5.80,5.50,5.50,30/10/2013," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.30,5.20,5.10,30/10/2013, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,7.00,6.00,5.00,30/10/2013," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,6.00,5.00,5.00,30/10/2013, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.00,4.50,4.50,30/10/2013, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.50,4.40,4.30,30/10/2013, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,5.80,5.80,5.20,30/10/2013, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.00,5.90,5.80,30/10/2013," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,6.00,6.00,5.00,30/10/2013, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.40,5.30,5.20,30/10/2013, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,6.20,6.10,6.00,30/10/2013, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,5.60,5.60,5.00,30/10/2013, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,5.40,4.90,4.80,30/10/2013," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,7.00,5.90,5.40,30/10/2013," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,5.20,5.00,5.00,30/10/2013, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.20,5.20,5.00,30/10/2013, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,4.90,4.90,4.90,30/10/2013, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.30,4.30,4.30,29/10/2014, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,6.00,6.00,5.50,29/10/2014, central de abasto de mérida,campeche,yucatán,
Maiz blanco,4.80,4.80,4.80,29/10/2014, central de abasto de villahermosa,chiapas,tabasco,Precio unico
Maiz blanco,5.00,5.00,5.00,29/10/2014, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,7.00,6.00,6.00,29/10/2014, central de abasto de tuxtla gutiérrez,distrito federal,chiapas,
Maiz blanco,4.80,4.50,4.20,29/10/2014," central de abasto ""francisco villa""",durango,durango,"Precios por. Toneladas, kilogramo y bulto."
Maiz blanco,5.00,4.00,4.00,29/10/2014, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,5.00,5.00,4.00,29/10/2014," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,3.87,3.73,3.60,29/10/2014, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,4.60,4.60,4.60,29/10/2014, mercado de abasto de zacatecas,guanajuato,zacatecas,
Maiz blanco,5.00,5.00,5.00,29/10/2014, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,8.50,8.00,8.00,29/10/2014, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.50,4.50,4.50,29/10/2014, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.30,3.20,3.20,29/10/2014, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,5.30,5.00,4.80,29/10/2014, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,6.00,5.50,5.00,29/10/2014, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,5.80,5.80,5.50,29/10/2014," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.20,5.20,5.00,29/10/2014, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,7.00,6.00,5.00,29/10/2014," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,5.40,4.80,4.80,29/10/2014, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.00,5.00,4.50,29/10/2014, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.50,5.40,5.00,29/10/2014, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,6.00,5.90,5.50,29/10/2014," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.20,4.70,4.70,29/10/2014, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.10,4.10,3.80,29/10/2014, mercado de abasto de morelia,sinaloa,michoacán,
Maiz blanco,6.00,5.00,5.00,29/10/2014, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,4.20,4.00,3.80,29/10/2014, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,4.80,4.80,4.80,29/10/2014, central de abasto de villahermosa,tabasco,tabasco,Precio unico
Maiz blanco,5.50,5.00,4.20,29/10/2014," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,5.90,5.50,5.00,29/10/2014," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,4.80,4.60,4.50,29/10/2014, central de abasto de villahermosa,veracruz,tabasco,
Maiz blanco,5.50,5.00,5.00,29/10/2014, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.50,5.00,5.00,29/10/2014, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,4.50,4.00,4.00,31/10/2007, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,3.20,3.10,3.00,31/10/2007, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,3.20,3.00,3.00,31/10/2007," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,4.05,4.05,4.05,31/10/2007, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS
Maiz blanco,3.60,3.60,3.50,31/10/2007, módulo de abasto de oaxaca,distrito federal,oaxaca,
Maiz blanco,4.00,3.80,3.80,31/10/2007, central de abasto de mérida,distrito federal,yucatán,
Maiz blanco,2.72,2.55,2.55,31/10/2007, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,3.40,3.30,3.30,31/10/2007, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,3.50,3.50,3.50,31/10/2007, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,4.50,4.50,4.50,31/10/2007, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,3.30,3.20,3.20,31/10/2007, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.50,3.30,3.20,31/10/2007, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.60,3.50,3.40,31/10/2007, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.30,3.30,3.00,31/10/2007, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,3.85,3.50,3.30,31/10/2007," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,3.50,3.50,3.50,31/10/2007, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,3.60,3.50,3.40,31/10/2007, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,3.50,3.50,3.40,31/10/2007," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,4.00,3.50,3.40,31/10/2007, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,3.50,3.40,3.10,31/10/2007, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,3.50,3.50,3.50,31/10/2007, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.50,3.30,3.20,31/10/2007, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,3.50,3.50,3.50,31/10/2007, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,4.50,4.50,4.40,31/10/2007," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.80,3.50,3.20,31/10/2007," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.69,3.40,3.26,31/10/2007, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,3.50,3.50,3.50,31/10/2007, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.60,2.30,2.30,29/10/2003, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.00,2.70,2.70,29/10/2003, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,2.50,2.40,2.20,29/10/2003, central de abasto de mérida,campeche,yucatán,
Maiz blanco,3.50,3.50,3.50,29/10/2003, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.30,2.30,2.30,29/10/2003, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.60,2.50,2.50,29/10/2003, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.60,2.50,2.50,29/10/2003," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.30,2.30,2.30,29/10/2003, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.30,2.30,2.20,29/10/2003, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.50,2.50,2.50,29/10/2003, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.10,2.00,1.95,29/10/2003, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.30,2.30,2.20,29/10/2003, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.00,2.00,2.00,29/10/2003, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.60,2.30,2.30,29/10/2003, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.60,2.40,2.40,29/10/2003, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.50,2.40,2.40,29/10/2003, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.20,2.00,2.00,29/10/2003, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.50,2.40,2.00,29/10/2003, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,
Maiz blanco,2.30,2.20,2.20,29/10/2003, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,2.30,2.20,2.15,29/10/2003," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.20,2.20,2.20,29/10/2003, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,3.00,3.00,29/10/2003, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.60,2.60,2.50,29/10/2003," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.60,2.60,2.40,29/10/2003," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,3.00,2.30,29/10/2003," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.30,2.30,2.30,29/10/2003, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,29/10/2003," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.00,1.90,1.90,30/10/2002, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,2.50,2.50,2.00,30/10/2002, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.70,2.60,2.40,30/10/2002, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.40,2.30,2.30,30/10/2002, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.00,2.00,30/10/2002," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.10,2.10,2.00,30/10/2002, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.00,2.00,2.00,30/10/2002, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.00,2.00,2.00,30/10/2002, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,1.80,1.80,1.75,30/10/2002, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.00,2.00,2.00,30/10/2002, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.50,2.50,2.50,30/10/2002, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,1.90,1.90,1.90,30/10/2002, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.00,2.00,1.70,30/10/2002, nayarabastos de tepic,jalisco,nayarit,maiz gallinero                                                                                      
Maiz blanco,2.20,2.00,2.00,30/10/2002, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.30,2.30,2.20,30/10/2002, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,1.80,1.80,30/10/2002, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.20,2.00,1.90,30/10/2002, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,gallinero                                                                                           
