x	y	type
91	123	48
112	139	48
107	139	48
102	139	48
101	137	48
117	134	48
105	129	48
130	138	48
126	133	48
134	131	48
136	123	48
154	135	48
156	130	48
152	130	48
159	127	48
155	127	48
168	140	48
165	139	48
167	131	48
168	129	48
171	128	48
166	128	48
180	121	48
191	140	48
198	133	48
193	130	48
181	121	48
216	134	48
210	131	48
206	129	48
210	220	48
171	219	48
170	219	48
143	219	48
102	219	48
81	217	48
80	217	48
42	216	48
177	215	48
168	214	48
154	214	48
124	214	48
86	214	48
150	212	48
44	212	48
27	212	48
12	212	48
50	211	48
164	210	48
149	209	48
129	208	48
113	208	48
72	208	48
50	208	48
28	208	48
118	206	48
108	206	48
175	205	48
6	205	48
104	203	48
144	202	48
108	202	48
63	202	48
92	201	48
183	200	48
120	200	48
112	200	48
165	199	48
91	197	48
66	197	48
52	197	48
129	196	48
166	195	48
132	195	48
11	195	48
159	194	48
109	194	48
139	193	48
136	193	48
111	193	48
89	191	48
191	190	48
193	189	48
170	189	48
157	189	48
153	189	48
94	189	48
27	189	48
83	188	48
72	188	48
210	187	48
125	187	48
113	187	48
143	186	48
136	185	48
216	184	48
185	183	48
62	183	48
168	182	48
157	181	48
165	180	48
167	179	48
156	179	48
205	178	48
169	178	48
145	178	48
80	176	48
175	175	48
165	175	48
152	175	48
178	174	48
143	174	48
139	174	48
181	173	48
53	173	48
175	171	48
161	170	48
159	170	48
152	170	48
116	170	48
54	170	48
39	169	48
70	168	48
189	167	48
144	166	48
91	166	48
87	166	48
198	165	48
62	165	48
152	164	48
117	164	48
209	163	48
15	163	48
68	161	48
66	160	48
46	160	48
107	159	48
6	159	48
138	157	48
167	155	48
5	155	48
75	150	48
7	150	48
214	148	48
117	148	48
136	147	48
126	147	48
81	147	48
193	144	48
99	142	48
50	142	48
204	141	48
163	141	48
86	141	48
8	18	49
2	14	49
14	8	49
8	2	49
13	1	49
3	30	49
53	16	49
52	12	49
54	11	49
55	9	49
78	9	49
76	9	49
89	14	49
95	7	49
83	3	49
105	10	49
132	9	49
160	8	49
167	12	49
164	5	49
168	4	49
161	2	49
190	8	49
197	4	49
47	37	49
46	27	49
54	26	49
93	23	49
102	39	49
116	38	49
101	30	49
171	32	49
182	35	49
218	39	49
34	59	49
30	56	49
32	52	49
29	52	49
57	43	49
130	56	49
139	48	49
152	55	49
159	53	49
149	46	49
149	45	49
177	52	49
172	49	49
170	48	49
166	47	49
197	58	49
189	50	49
218	41	49
10	79	49
8	71	49
27	73	49
34	70	49
47	79	49
42	79	49
58	77	49
48	77	49
46	74	49
48	64	49
43	61	49
68	63	49
63	62	49
92	68	49
119	77	49
149	75	49
153	74	49
148	68	49
142	67	49
157	64	49
165	71	49
189	72	49
184	69	49
192	67	49
194	66	49
212	69	49
205	68	49
17	97	49
13	85	49
32	82	49
50	100	49
78	93	49
66	85	49
82	96	49
120	88	49
112	88	49
133	98	49
126	98	49
136	90	49
138	83	49
136	83	49
147	87	49
150	84	49
154	82	49
187	100	49
190	90	49
212	92	49
210	18	49
210	13	49
207	12	49
217	10	49
209	9	49
74	60	49
69	49	49
93	59	49
85	52	49
83	44	49
6	118	49
20	116	49
8	115	49
2	103	49
59	117	49
54	112	49
53	106	49
43	106	49
58	103	49
78	119	49
72	113	49
78	109	49
63	108	49
62	102	49
93	101	49
90	101	49
112	115	49
118	108	49
118	102	49
135	104	49
155	109	49
146	104	49
193	115	49
182	104	49
203	107	49
207	105	49
11	137	49
7	127	49
38	138	49
32	133	49
60	136	49
50	135	49
46	133	49
52	129	49
45	126	49
63	124	49
75	122	49
87	136	49
92	128	49
117	137	49
111	131	49
114	129	49
104	127	49
140	140	49
129	132	49
124	128	49
121	125	49
159	132	49
170	140	49
173	137	49
178	134	49
177	133	49
169	133	49
174	131	49
189	133	49
205	135	49
202	133	49
201	219	49
57	217	49
36	217	49
17	217	49
205	215	49
48	215	49
19	215	49
218	214	49
213	213	49
73	213	49
38	213	49
210	211	49
39	211	49
217	210	49
79	209	49
45	209	49
218	208	49
164	208	49
86	208	49
9	208	49
118	207	49
37	207	49
98	206	49
62	206	49
42	206	49
189	205	49
194	204	49
153	204	49
76	204	49
28	203	49
20	203	49
178	201	49
87	201	49
82	200	49
140	199	49
9	199	49
59	198	49
102	197	49
99	197	49
70	197	49
124	196	49
102	196	49
83	196	49
64	196	49
7	195	49
59	194	49
23	194	49
182	193	49
150	193	49
94	193	49
88	193	49
77	193	49
52	193	49
112	192	49
95	192	49
212	191	49
41	190	49
186	189	49
175	189	49
164	189	49
83	189	49
44	189	49
34	189	49
57	188	49
13	188	49
10	188	49
207	187	49
107	187	49
30	187	49
126	186	49
92	185	49
72	185	49
6	185	49
36	184	49
17	184	49
157	183	49
7	183	49
119	182	49
113	182	49
59	182	49
59	180	49
17	180	49
2	180	49
69	179	49
152	177	49
73	177	49
69	177	49
152	176	49
44	176	49
188	175	49
185	175	49
32	175	49
200	174	49
38	173	49
209	171	49
145	171	49
86	171	49
68	171	49
49	171	49
22	171	49
4	170	49
192	169	49
159	167	49
128	167	49
27	167	49
211	166	49
55	166	49
204	165	49
6	165	49
193	164	49
184	164	49
80	163	49
79	162	49
43	162	49
216	161	49
214	161	49
201	161	49
93	161	49
21	161	49
219	159	49
152	159	49
152	158	49
104	157	49
92	157	49
115	156	49
117	154	49
134	152	49
120	151	49
202	149	49
190	149	49
167	149	49
79	148	49
51	148	49
64	147	49
174	145	49
39	145	49
9	142	49
219	141	49
20	39	50
33	37	50
29	36	50
35	35	50
35	33	50
32	32	50
27	29	50
36	28	50
24	23	50
61	18	50
62	15	50
82	18	50
115	1	50
177	14	50
171	13	50
167	9	50
170	8	50
168	3	50
194	18	50
186	12	50
190	9	50
189	4	50
197	3	50
41	37	50
55	36	50
51	36	50
46	33	50
46	28	50
51	24	50
60	21	50
62	32	50
79	28	50
64	21	50
94	38	50
88	30	50
90	29	50
94	23	50
111	26	50
117	25	50
107	25	50
133	40	50
139	36	50
123	29	50
122	23	50
144	32	50
151	27	50
161	40	50
169	39	50
168	37	50
173	36	50
173	34	50
176	32	50
174	23	50
165	22	50
199	40	50
191	40	50
189	39	50
182	39	50
188	38	50
194	36	50
184	35	50
181	27	50
183	25	50
197	23	50
187	23	50
187	21	50
210	33	50
20	58	50
18	56	50
25	60	50
33	58	50
28	55	50
21	51	50
40	50	50
34	49	50
31	45	50
29	45	50
50	58	50
51	48	50
60	46	50
51	45	50
42	44	50
52	43	50
140	52	50
131	52	50
139	44	50
136	44	50
136	42	50
156	58	50
155	46	50
167	55	50
175	44	50
170	42	50
188	54	50
199	52	50
193	43	50
181	42	50
211	51	50
216	53	50
204	52	50
206	50	50
207	43	50
204	41	50
9	64	50
37	79	50
32	78	50
26	71	50
45	70	50
59	68	50
46	68	50
59	66	50
47	63	50
61	71	50
79	70	50
66	67	50
89	79	50
89	76	50
81	71	50
82	69	50
117	80	50
117	75	50
121	75	50
188	70	50
194	68	50
8	90	50
19	88	50
34	95	50
23	92	50
22	90	50
56	87	50
75	94	50
78	87	50
62	87	50
76	82	50
72	82	50
83	97	50
99	88	50
106	98	50
102	89	50
113	81	50
159	88	50
162	98	50
162	96	50
194	96	50
183	87	50
181	85	50
220	94	50
207	19	50
212	18	50
219	17	50
220	13	50
220	11	50
206	9	50
217	6	50
209	5	50
72	54	50
62	54	50
70	48	50
68	47	50
63	43	50
87	59	50
96	55	50
100	53	50
104	48	50
113	45	50
111	42	50
33	101	50
60	115	50
55	114	50
45	111	50
46	108	50
46	103	50
76	114	50
61	114	50
65	112	50
66	108	50
64	108	50
80	106	50
76	105	50
79	101	50
88	115	50
94	113	50
81	106	50
101	113	50
101	111	50
131	120	50
140	116	50
138	114	50
158	120	50
141	117	50
141	115	50
159	104	50
199	112	50
192	110	50
188	110	50
9	128	50
9	125	50
54	132	50
48	131	50
49	130	50
49	126	50
71	134	50
69	133	50
64	131	50
97	128	50
99	126	50
102	127	50
122	138	50
135	135	50
134	129	50
136	127	50
138	125	50
130	124	50
132	122	50
130	122	50
150	136	50
151	135	50
150	132	50
158	121	50
164	130	50
205	132	50
201	129	50
216	128	50
156	220	50
192	219	50
128	219	50
157	217	50
160	215	50
94	215	50
168	213	50
44	213	50
132	212	50
125	211	50
97	209	50
169	208	50
128	208	50
117	208	50
162	207	50
147	205	50
117	204	50
91	204	50
172	203	50
89	203	50
192	201	50
199	200	50
192	200	50
172	200	50
116	199	50
195	198	50
166	196	50
110	194	50
68	193	50
152	192	50
96	190	50
37	190	50
212	189	50
212	187	50
84	186	50
48	186	50
202	184	50
18	184	50
114	182	50
204	181	50
48	181	50
47	180	50
203	179	50
30	179	50
209	178	50
13	176	50
18	174	50
113	173	50
133	172	50
30	172	50
17	172	50
179	170	50
153	169	50
92	169	50
153	167	50
94	167	50
133	166	50
175	165	50
185	164	50
218	163	50
58	163	50
209	162	50
4	162	50
212	160	50
33	157	50
160	156	50
210	154	50
51	153	50
32	153	50
162	152	50
199	151	50
144	150	50
111	150	50
187	149	50
50	147	50
135	146	50
8	3	51
33	20	51
24	13	51
22	12	51
29	8	51
2	39	51
16	37	51
19	24	51
22	38	51
39	29	51
22	28	51
23	23	51
39	22	51
33	22	51
79	19	51
80	12	51
80	10	51
73	4	51
75	2	51
73	2	51
82	17	51
82	13	51
97	3	51
119	6	51
103	4	51
113	3	51
112	2	51
113	1	51
132	12	51
133	10	51
153	12	51
152	10	51
166	14	51
167	8	51
166	6	51
54	33	51
57	29	51
42	29	51
76	39	51
71	39	51
67	31	51
76	28	51
67	28	51
64	24	51
72	21	51
89	35	51
81	34	51
130	40	51
131	39	51
125	27	51
147	32	51
142	27	51
168	32	51
169	29	51
173	24	51
198	36	51
189	35	51
207	23	51
11	58	51
10	54	51
18	49	51
12	49	51
25	59	51
22	58	51
27	56	51
122	43	51
128	42	51
154	59	51
177	58	51
168	45	51
189	55	51
199	43	51
9	79	51
19	72	51
20	70	51
19	62	51
22	72	51
35	70	51
58	79	51
43	78	51
57	64	51
68	78	51
65	75	51
76	74	51
116	67	51
116	65	51
103	65	51
133	80	51
137	78	51
129	77	51
127	72	51
136	65	51
152	78	51
149	77	51
152	68	51
141	66	51
175	67	51
200	78	51
194	69	51
19	93	51
15	85	51
22	93	51
23	88	51
36	85	51
49	98	51
53	94	51
41	89	51
59	81	51
68	96	51
99	92	51
82	89	51
82	86	51
119	99	51
111	94	51
118	92	51
115	87	51
121	92	51
134	82	51
159	99	51
152	82	51
173	100	51
169	99	51
163	99	51
183	95	51
199	94	51
199	85	51
218	100	51
219	99	51
207	98	51
204	9	51
203	7	51
207	5	51
211	2	51
74	54	51
72	43	51
98	58	51
81	53	51
96	51	51
82	49	51
118	47	51
18	119	51
29	117	51
29	108	51
37	105	51
52	115	51
50	115	51
42	112	51
54	103	51
43	102	51
73	117	51
75	113	51
119	120	51
112	119	51
119	112	51
112	105	51
111	103	51
123	113	51
133	110	51
137	108	51
128	102	51
174	101	51
167	101	51
189	120	51
186	115	51
188	112	51
217	113	51
202	113	51
218	103	51
206	101	51
18	129	51
2	128	51
13	127	51
38	137	51
28	132	51
29	129	51
39	128	51
21	127	51
29	125	51
35	124	51
28	123	51
58	133	51
43	133	51
53	126	51
72	139	51
70	138	51
61	130	51
93	138	51
82	125	51
88	124	51
82	122	51
105	131	51
117	128	51
132	127	51
122	121	51
147	129	51
144	124	51
172	132	51
167	132	51
171	130	51
175	129	51
173	127	51
206	138	51
202	137	51
218	135	51
219	133	51
204	133	51
210	129	51
213	128	51
214	220	51
100	220	51
132	219	51
70	219	51
52	219	51
98	218	51
92	218	51
77	218	51
26	218	51
16	218	51
159	217	51
129	217	51
217	216	51
105	216	51
85	216	51
81	216	51
80	216	51
10	216	51
116	215	51
67	215	51
83	214	51
69	214	51
132	213	51
101	213	51
91	213	51
21	213	51
20	213	51
6	213	51
58	212	51
122	211	51
99	211	51
198	210	51
57	210	51
172	209	51
168	209	51
134	209	51
125	209	51
118	209	51
107	209	51
92	209	51
67	209	51
36	209	51
194	208	51
103	208	51
64	208	51
203	207	51
198	207	51
170	207	51
130	207	51
97	207	51
63	206	51
24	206	51
203	205	51
170	205	51
116	205	51
109	205	51
217	204	51
200	204	51
129	204	51
133	203	51
121	203	51
202	202	51
192	202	51
60	202	51
57	202	51
189	201	51
174	201	51
131	201	51
26	201	51
26	200	51
53	199	51
30	199	51
220	198	51
198	198	51
174	198	51
112	195	51
110	195	51
31	194	51
29	194	51
218	192	51
143	192	51
130	192	51
25	192	51
27	191	51
18	191	51
132	190	51
127	190	51
147	189	51
182	188	51
180	188	51
116	188	51
16	188	51
78	187	51
130	186	51
47	186	51
68	185	51
198	184	51
131	184	51
11	184	51
175	183	51
171	183	51
113	183	51
83	183	51
65	183	51
1	183	51
170	182	51
98	182	51
58	182	51
52	182	51
23	182	51
24	180	51
3	179	51
202	178	51
128	177	51
87	177	51
84	177	51
30	176	51
199	175	51
151	175	51
112	175	51
114	174	51
152	173	51
133	173	51
202	172	51
109	172	51
95	172	51
29	172	51
132	171	51
31	171	51
202	170	51
130	170	51
122	169	51
32	168	51
30	168	51
129	167	51
49	165	51
30	165	51
177	164	51
163	162	51
32	162	51
178	160	51
176	159	51
95	158	51
213	156	51
209	156	51
97	156	51
145	155	51
49	154	51
33	154	51
197	153	51
139	152	51
46	152	51
203	151	51
199	150	51
165	150	51
142	150	51
137	150	51
140	149	51
42	149	51
37	148	51
115	147	51
48	147	51
147	146	51
93	146	51
109	144	51
88	143	51
152	142	51
92	142	51
150	141	51
68	9	52
66	7	52
105	29	52
106	27	52
119	23	52
181	37	52
1	54	52
7	50	52
18	44	52
46	140	52
42	139	52
72	132	52
71	128	52
122	179	52
213	170	52
220	143	52
151	11	53
17	14	54
5	14	54
22	16	54
33	12	54
36	31	54
75	19	54
64	18	54
62	18	54
87	18	54
135	4	54
157	3	54
75	21	54
181	40	54
9	60	54
54	57	54
148	41	54
211	55	54
64	79	54
27	97	54
27	94	54
36	86	54
70	97	54
62	96	54
67	87	54
65	87	54
89	83	54
202	3	54
33	114	54
36	112	54
38	110	54
53	107	54
73	116	54
117	120	54
116	116	54
200	111	54
199	110	54
198	109	54
28	127	54
48	135	54
81	134	54
104	137	54
115	128	54
119	121	54
150	140	54
150	129	54
205	133	54
217	132	54
106	215	54
88	214	54
32	213	54
106	212	54
161	208	54
15	207	54
171	206	54
13	206	54
57	205	54
204	204	54
206	203	54
110	202	54
79	200	54
218	199	54
18	195	54
189	194	54
9	192	54
114	189	54
117	186	54
88	183	54
85	182	54
92	173	54
20	171	54
144	169	54
40	167	54
171	166	54
41	166	54
90	163	54
19	161	54
17	160	54
1	159	54
191	144	54
9	13	55
106	3	55
134	18	55
188	39	55
132	77	55
148	116	55
142	116	55
149	113	55
151	204	55
96	179	55
31	164	55
37	162	55
30	160	55
35	153	55
33	15	56
39	12	56
53	17	56
17	30	57
16	24	57
14	22	57
27	40	57
38	22	57
91	19	57
104	11	57
102	10	57
101	9	57
121	15	57
122	7	57
136	6	57
150	5	57
143	4	57
179	19	57
163	4	57
41	23	57
43	21	57
67	36	57
62	35	57
96	26	57
149	32	57
143	23	57
142	22	57
158	21	57
177	33	57
171	21	57
189	29	57
206	40	57
201	37	57
13	52	57
13	43	57
5	43	57
29	49	57
27	43	57
42	53	57
49	46	57
157	54	57
156	53	57
155	47	57
149	47	57
190	52	57
188	43	57
208	56	57
17	79	57
17	78	57
28	67	57
23	67	57
35	66	57
39	62	57
30	61	57
42	75	57
55	71	57
57	70	57
52	63	57
63	74	57
64	73	57
68	71	57
74	68	57
88	78	57
97	64	57
112	77	57
102	72	57
114	70	57
131	78	57
130	77	57
135	69	57
131	63	57
171	79	57
174	70	57
176	65	57
198	74	57
196	73	57
197	69	57
185	61	57
211	71	57
18	99	57
12	90	57
7	87	57
4	84	57
26	83	57
52	99	57
55	98	57
47	97	57
60	82	57
72	83	57
90	92	57
88	87	57
112	98	57
146	99	57
141	82	57
201	95	57
77	60	57
67	55	57
103	50	57
110	48	57
1	110	57
33	109	57
41	115	57
50	107	57
69	108	57
74	106	57
74	101	57
91	114	57
82	112	57
82	109	57
121	102	57
172	114	57
169	114	57
10	138	57
3	127	57
11	126	57
22	126	57
50	123	57
78	140	57
91	125	57
111	138	57
116	135	57
110	123	57
114	122	57
130	134	57
126	125	57
155	138	57
150	134	57
182	132	57
186	121	57
192	217	57
103	217	57
207	216	57
181	215	57
144	212	57
62	211	57
21	211	57
213	210	57
100	210	57
177	209	57
51	209	57
53	208	57
217	207	57
210	207	57
176	207	57
112	206	57
210	205	57
73	203	57
101	201	57
77	195	57
70	195	57
130	194	57
72	193	57
198	192	57
114	192	57
51	189	57
168	188	57
47	188	57
45	188	57
25	187	57
185	186	57
69	186	57
54	185	57
94	184	57
2	184	57
82	181	57
83	180	57
66	180	57
32	179	57
86	178	57
184	177	57
101	177	57
100	177	57
186	176	57
206	175	57
166	175	57
18	175	57
165	174	57
150	174	57
27	173	57
101	171	57
157	170	57
137	169	57
66	169	57
48	168	57
164	167	57
112	167	57
21	167	57
163	166	57
110	166	57
20	166	57
55	164	57
99	159	57
216	156	57
135	156	57
113	156	57
106	156	57
100	155	57
108	154	57
154	153	57
1	153	57
218	152	57
39	152	57
217	151	57
65	150	57
164	149	57
70	148	57
190	146	57
129	144	57
198	142	57
46	141	57
68	20	58
126	7	58
12	44	58
21	77	58
129	71	58
38	100	58
6	111	58
38	101	58
95	138	58
107	133	58
101	143	58
21	143	58
19	39	59
32	31	59
169	14	59
107	36	59
105	26	59
143	27	59
168	34	59
172	22	59
169	21	59
10	49	59
128	56	59
177	56	59
101	70	59
108	67	59
204	91	59
71	48	59
92	42	59
199	113	59
141	176	59
29	173	59
60	148	59
211	141	59
40	13	60
17	17	61
14	13	61
14	12	61
12	12	61
11	11	61
19	9	61
19	6	61
18	6	61
17	3	61
12	1	61
34	11	61
21	2	61
10	39	61
19	33	61
1	33	61
16	31	61
10	30	61
23	39	61
32	36	61
22	29	61
25	22	61
60	19	61
48	19	61
55	8	61
43	7	61
52	6	61
41	2	61
73	12	61
64	12	61
68	11	61
67	10	61
64	9	61
82	8	61
99	3	61
86	3	61
85	1	61
103	19	61
119	7	61
158	15	61
153	5	61
169	18	61
165	14	61
163	13	61
175	7	61
182	20	61
191	17	61
197	11	61
187	11	61
182	11	61
184	9	61
186	6	61
185	5	61
198	4	61
181	2	61
60	36	61
53	36	61
52	29	61
48	29	61
41	24	61
79	25	61
98	32	61
85	21	61
120	22	61
116	26	61
132	39	61
123	35	61
155	39	61
146	36	61
156	29	61
148	28	61
157	27	61
141	21	61
171	33	61
162	26	61
186	32	61
200	21	61
208	40	61
18	55	61
7	52	61
3	49	61
9	42	61
33	55	61
38	50	61
39	49	61
39	44	61
33	44	61
45	45	61
43	43	61
132	57	61
136	49	61
21	62	61
59	69	61
129	75	61
145	75	61
184	79	61
196	67	61
212	68	61
91	98	61
93	94	61
87	91	61
90	89	61
110	100	61
113	88	61
148	99	61
167	89	61
161	88	61
174	86	61
182	98	61
189	96	61
194	92	61
208	90	61
219	12	61
218	3	61
79	59	61
64	58	61
5	106	61
26	110	61
68	113	61
71	103	61
91	117	61
85	114	61
89	105	61
118	106	61
137	120	61
128	118	61
134	106	61
180	120	61
180	110	61
168	108	61
197	119	61
182	119	61
181	106	61
213	113	61
18	126	61
195	136	61
214	219	61
2	213	61
74	211	61
209	209	61
25	209	61
185	206	61
137	206	61
125	201	61
57	196	61
18	193	61
58	188	61
174	185	61
215	183	61
104	182	61
151	177	61
109	177	61
43	174	61
196	173	61
160	173	61
205	165	61
13	164	61
188	161	61
81	161	61
194	158	61
32	155	61
52	153	61
123	152	61
195	150	61
101	150	61
64	148	61
155	146	61
143	144	61
137	144	61
132	144	61
209	142	61
74	142	61
125	5	62
163	12	62
174	9	62
72	30	62
154	40	62
178	38	62
170	33	62
149	60	62
155	71	62
149	62	62
215	69	62
38	95	62
17	104	62
160	144	62
155	142	62
56	44	63
214	92	63
28	104	63
5	2	64
1	1	64
93	13	64
93	35	64
94	21	64
142	41	64
175	49	64
193	50	64
78	78	64
118	65	64
23	96	64
66	84	64
110	94	64
174	95	64
195	91	64
95	54	64
13	108	64
188	102	64
37	140	64
34	138	64
31	136	64
146	132	64
161	204	64
208	186	64
206	173	64
89	173	64
51	163	64
212	33	65
93	41	66
105	43	66
9	156	66
103	169	67
8	155	67
16	14	68
102	29	68
141	40	68
154	29	68
124	47	68
134	44	68
88	100	68
91	96	68
97	87	68
112	94	68
142	92	68
9	216	68
2	169	68
42	151	68
