destino,origen,precio,anio,mes
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,1.80,2000,1
"BC: M.A. ""Nuevo Estado 29"" Mexicali",Jalisco,12.00,2000,1
Camp: M. Pedro Sáinz de Baranda,Yucatán,5.17,2000,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,1.85,2000,1
Col: C.Distr. Colima,Jalisco,4.98,2000,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,1.70,2000,1
DF: C.A. Iztapalapa,México,2.00,2000,1
DF: C.A. Iztapalapa,Puebla,2.10,2000,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.13,2000,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,2.00,2000,1
Gto: C.A. León,Guanajuato,1.80,2000,1
Gto: Mod.A. Irapuato,Sinaloa,2.08,2000,1
Jal: M.A. Guadalajara,Jalisco,1.63,2000,1
Mex: C.A. Ecatepec,México,2.15,2000,1
Mex: C.A. Toluca,México,2.20,2000,1
Mich: M.A. Morelia,Michoacán,1.70,2000,1
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,1.80,2000,1
NL: C.A. Guadalupe,Tamaulipas,2.00,2000,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.87,2000,1
Oax: Mod.A. Oaxaca,Oaxaca,1.90,2000,1
Pue: C.A. Puebla,Veracruz,2.10,2000,1
Qro: M.A. Querétaro,Guanajuato,1.85,2000,1
Qro: M.A. Querétaro,Sinaloa,1.80,2000,1
SLP: C.A. San Luis Potosí,Guanajuato,1.65,2000,1
SLP: C.A. San Luis Potosí,San Luis Potosí,1.60,2000,1
SLP: C.A. San Luis Potosí,Tamaulipas,1.63,2000,1
Sin: C.A. Culiacán,Sinaloa,2.00,2000,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.20,2000,1
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.20,2000,1
Tamps: Mod.A. T. Mad.y Altamira,Nuevo León,2.00,2000,1
Tamps: Mod.A. T. Mad.y Altamira,Tamaulipas,2.00,2000,1
Yuc: C.A. Mérida,Yucatán,1.80,2000,1
Zac: M.A. Zacatecas,Zacatecas,1.80,2000,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.28,2001,1
BCS: U.Com. La Paz,Jalisco,2.36,2001,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.26,2001,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.02,2001,1
DF: C.A. Iztapalapa,México,2.02,2001,1
Dgo: C. Distr.y A. Gómez Palacio,Coahuila,2.23,2001,1
Gto: C.A. León,Sinaloa,1.96,2001,1
Gto: Mod.A. Irapuato,Sinaloa,2.00,2001,1
Jal: M.A. Guadalajara,Jalisco,1.68,2001,1
Mex: C.A. Ecatepec,México,2.10,2001,1
Mich: M.A. Morelia,Michoacán,1.72,2001,1
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,1.98,2001,1
NL: C.A. Guadalupe,Tamaulipas,1.88,2001,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.99,2001,1
Oax: Mod.A. Oaxaca,Oaxaca,1.97,2001,1
Pue: C.A. Puebla,Puebla,2.02,2001,1
Qro: M.A. Querétaro,Guanajuato,1.78,2001,1
SLP: C.A. San Luis Potosí,Guanajuato,1.70,2001,1
SLP: C.A. San Luis Potosí,Jalisco,1.65,2001,1
Sin: C.A. Culiacán,Sinaloa,2.10,2001,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.08,2001,1
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.00,2001,1
Tamps: Mod.A. T. Mad.y Altamira,Tamaulipas,2.00,2001,1
Ver: Otros C.May. Xalapa,Distrito Federal,1.78,2001,1
Yuc: C.A. Mérida,Yucatán,1.96,2001,1
Zac: M.A. Zacatecas,Zacatecas,1.80,2001,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.10,2002,1
BCS: U.Com. La Paz,Jalisco,2.26,2002,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.10,2002,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.50,2002,1
DF: C.A. Iztapalapa,México,2.18,2002,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.10,2002,1
Gto: C.A. León,Guanajuato,2.08,2002,1
Gto: Mod.A. Irapuato,Guanajuato,2.66,2002,1
Jal: M.A. Guadalajara,Jalisco,1.78,2002,1
Mex: C.A. Ecatepec,Hidalgo,2.15,2002,1
Mex: C.A. Ecatepec,Jalisco,2.00,2002,1
Mich: M.A. Morelia,Michoacán,1.79,2002,1
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,1.96,2002,1
"Nay: Nayarabastos, Tepic",Jalisco,1.90,2002,1
"Nay: Nayarabastos, Tepic",Nayarit,1.84,2002,1
NL: C.A. Guadalupe,Tamaulipas,2.00,2002,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.04,2002,1
Oax: Mod.A. Oaxaca,Chiapas,2.13,2002,1
Oax: Mod.A. Oaxaca,Oaxaca,2.00,2002,1
Pue: C.A. Puebla,Puebla,1.94,2002,1
Qro: M.A. Querétaro,Jalisco,1.90,2002,1
Qro: M.A. Querétaro,Sinaloa,1.83,2002,1
SLP: C.A. San Luis Potosí,Jalisco,1.66,2002,1
Sin: C.A. Culiacán,Jalisco,2.04,2002,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.60,2002,1
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.62,2002,1
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2002,1
Ver: Otros C.May. Xalapa,Distrito Federal,1.80,2002,1
Yuc: C.A. Mérida,Yucatán,1.86,2002,1
Zac: M.A. Zacatecas,Zacatecas,1.93,2002,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,1.90,2003,1
BCS: U.Com. La Paz,Jalisco,2.28,2003,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.30,2003,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.50,2003,1
DF: C.A. Iztapalapa,México,2.20,2003,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.34,2003,1
Gto: C.A. León,Guanajuato,1.94,2003,1
Gto: Mod.A. Irapuato,Guanajuato,2.40,2003,1
Hgo: C.A. Pachuca,Distrito Federal,2.06,2003,1
Jal: M.A. Guadalajara,Jalisco,1.82,2003,1
Mex: C.A. Ecatepec,México,2.14,2003,1
Mich: M.A. Morelia,Michoacán,1.92,2003,1
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.00,2003,1
"Nay: Nayarabastos, Tepic",Jalisco,1.93,2003,1
NL: C.A. Guadalupe,Tamaulipas,2.29,2003,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.10,2003,1
"NL: M.A. Estrella, S.N.de los Garza",Importación,2.20,2003,1
Oax: Mod.A. Oaxaca,Chiapas,2.46,2003,1
Oax: Mod.A. Oaxaca,Oaxaca,2.62,2003,1
Oax: Mod.A. Oaxaca,Sinaloa,2.70,2003,1
Pue: C.A. Puebla,Puebla,2.20,2003,1
Qro: M.A. Querétaro,Jalisco,1.90,2003,1
SLP: C.A. San Luis Potosí,Guanajuato,1.74,2003,1
SLP: C.A. San Luis Potosí,Sinaloa,1.74,2003,1
Sin: C.A. Culiacán,Sinaloa,2.74,2003,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.48,2003,1
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.35,2003,1
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2003,1
Ver: Otros C.May. Xalapa,Sinaloa,2.00,2003,1
Yuc: C.A. Mérida,Yucatán,2.20,2003,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.50,2004,1
BCS: U.Com. La Paz,Baja California Sur,2.80,2004,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.38,2004,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.00,2004,1
Chih: C.A. Chihuahua,Chihuahua,2.21,2004,1
DF: C.A. Iztapalapa,Sinaloa,2.35,2004,1
"Dgo: C.A. ""Francisco Villa""",Durango,1.95,2004,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.28,2004,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.40,2004,1
Gto: C.A. León,Guanajuato,2.18,2004,1
Gto: Mod.A. Irapuato,Guanajuato,2.50,2004,1
Hgo: C.A. Pachuca,Distrito Federal,2.18,2004,1
Jal: M.A. Guadalajara,Jalisco,2.05,2004,1
Mex: C.A. Ecatepec,Hidalgo,2.31,2004,1
Mich: M.A. Morelia,Michoacán,2.00,2004,1
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.05,2004,1
"Nay: Nayarabastos, Tepic",Jalisco,2.65,2004,1
NL: C.A. Guadalupe,Tamaulipas,2.83,2004,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.40,2004,1
Oax: Mod.A. Oaxaca,Chiapas,2.20,2004,1
Oax: Mod.A. Oaxaca,Sinaloa,2.33,2004,1
Pue: C.A. Puebla,Tlaxcala,2.20,2004,1
Qro: M.A. Querétaro,Jalisco,2.33,2004,1
SLP: C.A. San Luis Potosí,Guanajuato,1.86,2004,1
Sin: C.A. Culiacán,Sinaloa,3.05,2004,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.60,2004,1
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2004,1
Ver: Otros C.May. Xalapa,Sinaloa,2.13,2004,1
Yuc: C.A. Mérida,Yucatán,2.53,2004,1
Ags: C.A.Aguascalientes,Jalisco,2.60,2005,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.70,2005,1
Ags: C.C.Agrop.Aguascalientes,Sinaloa,2.30,2005,1
BCS: U.Com. La Paz,Baja California Sur,3.10,2005,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.40,2005,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.13,2005,1
Chih: C.A. Chihuahua,Chihuahua,2.40,2005,1
DF: C.A. Iztapalapa,México,2.30,2005,1
"Dgo: C.A. ""Francisco Villa""",Durango,1.90,2005,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.05,2005,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.40,2005,1
Gto: C.A. León,Guanajuato,2.08,2005,1
Gto: Mod.A. Irapuato,Guanajuato,2.93,2005,1
Hgo: C.A. Pachuca,Distrito Federal,2.25,2005,1
Jal: M.A. Guadalajara,Jalisco,1.98,2005,1
Mex: C.A. Ecatepec,Hidalgo,2.20,2005,1
Mich: M.A. Morelia,Michoacán,2.35,2005,1
"Nay: Nayarabastos, Tepic",Jalisco,2.20,2005,1
NL: C.A. Guadalupe,Coahuila,2.40,2005,1
NL: C.A. Guadalupe,Tamaulipas,2.40,2005,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.53,2005,1
Oax: Mod.A. Oaxaca,Chiapas,2.18,2005,1
Pue: C.A. Puebla,Tlaxcala,2.10,2005,1
Qro: M.A. Querétaro,Jalisco,2.48,2005,1
SLP: C.A. San Luis Potosí,Guanajuato,1.76,2005,1
Sin: C.A. Culiacán,Sinaloa,3.00,2005,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,2.88,2005,1
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2005,1
Ver: Otros C.May. Xalapa,Sinaloa,2.03,2005,1
Yuc: C.A. Mérida,Distrito Federal,2.53,2005,1
Zac: M.A. Zacatecas,Zacatecas,1.80,2005,1
Ags: C.C.Agrop.Aguascalientes,Sinaloa,2.00,2006,1
BCS: U.Com. La Paz,Jalisco,3.00,2006,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.48,2006,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.13,2006,1
Chih: C.A. Chihuahua,Chihuahua,2.40,2006,1
DF: C.A. Iztapalapa,México,2.25,2006,1
"Dgo: C.A. ""Francisco Villa""",Durango,1.82,2006,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.00,2006,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.45,2006,1
Gto: C.A. León,Jalisco,2.00,2006,1
Gto: Mod.A. Irapuato,Guanajuato,2.55,2006,1
Hgo: C.A. Pachuca,Distrito Federal,2.20,2006,1
Jal: M.A. Guadalajara,Michoacán,2.10,2006,1
Mex: C.A. Ecatepec,Hidalgo,2.13,2006,1
Mex: C.A. Ecatepec,México,2.20,2006,1
Mich: M.A. Morelia,Michoacán,2.80,2006,1
NL: C.A. Guadalupe,Tamaulipas,2.48,2006,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.43,2006,1
Oax: Mod.A. Oaxaca,Chiapas,2.40,2006,1
Pue: C.A. Puebla,Puebla,2.28,2006,1
Qro: M.A. Querétaro,Jalisco,2.15,2006,1
SLP: C.A. San Luis Potosí,Guanajuato,1.81,2006,1
Sin: C.A. Culiacán,Sinaloa,3.00,2006,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.85,2006,1
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2006,1
Ver: Otros C.May. Xalapa,Sinaloa,2.00,2006,1
Yuc: C.A. Mérida,Distrito Federal,2.50,2006,1
Zac: M.A. Zacatecas,Zacatecas,2.40,2006,1
Ags: C.C.Agrop.Aguascalientes,Sinaloa,3.18,2007,1
BCS: U.Com. La Paz,Jalisco,3.44,2007,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,3.53,2007,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.00,2007,1
Chih: C.A. Chihuahua,Chihuahua,3.50,2007,1
DF: C.A. Iztapalapa,México,3.35,2007,1
DF: C.A. Iztapalapa,Sinaloa,3.55,2007,1
"Dgo: C.A. ""Francisco Villa""",Durango,3.18,2007,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,3.65,2007,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,3.45,2007,1
Gto: C.A. León,Jalisco,2.70,2007,1
Gto: C.A. León,Sinaloa,3.60,2007,1
Jal: M.A. Guadalajara,Jalisco,3.20,2007,1
Mex: C.A. Ecatepec,Hidalgo,3.57,2007,1
Mex: C.A. Ecatepec,México,3.65,2007,1
Mex: C.A. Ecatepec,Sinaloa,3.58,2007,1
Mex: C.A. Toluca,México,3.15,2007,1
Mich: M.A. Morelia,Michoacán,3.00,2007,1
NL: C.A. Guadalupe,Tamaulipas,4.10,2007,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,3.80,2007,1
Oax: Mod.A. Oaxaca,Chiapas,3.00,2007,1
Oax: Mod.A. Oaxaca,Distrito Federal,3.33,2007,1
Pue: C.A. Puebla,Puebla,3.00,2007,1
Qro: M.A. Querétaro,Jalisco,3.46,2007,1
SLP: C.A. San Luis Potosí,Sinaloa,3.17,2007,1
Sin: C.A. Culiacán,Sinaloa,4.10,2007,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.02,2007,1
Tab: C.A.Villahermosa,Chiapas,3.00,2007,1
Tab: C.A.Villahermosa,Yucatán,3.30,2007,1
Ver: Otros C.May. Xalapa,Sinaloa,3.32,2007,1
Yuc: C.A. Mérida,Campeche,3.00,2007,1
Yuc: C.A. Mérida,Distrito Federal,3.00,2007,1
Zac: M.A. Zacatecas,Jalisco,3.20,2007,1
Zac: M.A. Zacatecas,Zacatecas,3.50,2007,1
Ags: C.C.Agrop.Aguascalientes,Sinaloa,3.27,2008,1
Ags: C.C.Agrop.Aguascalientes,Zacatecas,3.00,2008,1
"BC: C. A. INDIA, Tijuana",Jalisco,4.00,2008,1
BCS: U.Com. La Paz,Baja California Sur,5.00,2008,1
BCS: U.Com. La Paz,Jalisco,5.00,2008,1
"Coah: C.A. La Laguna, Torreón",Chihuahua,3.50,2008,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.50,2008,1
Chih: C.A. Chihuahua,Chihuahua,4.00,2008,1
DF: C.A. Iztapalapa,México,3.40,2008,1
DF: C.A. Iztapalapa,Sinaloa,3.38,2008,1
"Dgo: C.A. ""Francisco Villa""",Durango,3.12,2008,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,3.00,2008,1
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,3.50,2008,1
Gto: C.A. León,Sinaloa,3.20,2008,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.00,2008,1
Gto: Mod.A. Irapuato,Sinaloa,3.50,2008,1
Jal: M.A. Guadalajara,Jalisco,2.96,2008,1
Mex: C.A. Ecatepec,Hidalgo,3.16,2008,1
Mex: C.A. Ecatepec,México,2.80,2008,1
Mex: C.A. Ecatepec,Sinaloa,3.28,2008,1
Mex: C.A. Toluca,México,2.70,2008,1
Mich: M.A. Morelia,Michoacán,3.50,2008,1
NL: C.A. Guadalupe,Sinaloa,3.53,2008,1
"NL: M.A. Estrella, S.N.de los Garza",Sinaloa,3.45,2008,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,3.37,2008,1
Oax: Mod.A. Oaxaca,Distrito Federal,3.40,2008,1
Pue: C.A. Puebla,Puebla,3.20,2008,1
Pue: C.A. Puebla,Sinaloa,3.10,2008,1
Qro: M.A. Querétaro,Jalisco,3.22,2008,1
SLP: C.A. San Luis Potosí,Guanajuato,2.69,2008,1
SLP: C.A. San Luis Potosí,Sinaloa,2.74,2008,1
SLP: C.A. San Luis Potosí,Tamaulipas,2.50,2008,1
Sin: C.A. Culiacán,Sinaloa,3.46,2008,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.40,2008,1
Tab: C.A.Villahermosa,Yucatán,3.10,2008,1
Ver: Otros C.May. Xalapa,Sinaloa,3.10,2008,1
Yuc: C.A. Mérida,Campeche,3.50,2008,1
Yuc: C.A. Mérida,Distrito Federal,4.00,2008,1
Zac: M.A. Zacatecas,Zacatecas,3.33,2008,1
Ags: C.C.Agrop.Aguascalientes,Tamaulipas,4.00,2009,1
BCS: U.Com. La Paz,Sinaloa,5.50,2009,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.20,2009,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.00,2009,1
Chih: C.A. Chihuahua,Chihuahua,4.00,2009,1
DF: C.A. Iztapalapa,Hidalgo,3.90,2009,1
DF: C.A. Iztapalapa,Sinaloa,3.93,2009,1
"Dgo: C.A. ""Francisco Villa""",Durango,3.65,2009,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,3.87,2009,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.35,2009,1
Gto: C.A. León,Guanajuato,3.58,2009,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,2.78,2009,1
Gto: Mod.A. Irapuato,Sinaloa,4.00,2009,1
Jal: M.A. Guadalajara,Jalisco,3.73,2009,1
Mex: C.A. Ecatepec,Guanajuato,3.50,2009,1
Mex: C.A. Ecatepec,Hidalgo,3.47,2009,1
Mex: C.A. Ecatepec,México,3.60,2009,1
Mex: C.A. Ecatepec,Sinaloa,3.60,2009,1
Mex: C.A. Toluca,México,3.70,2009,1
Mich: M.A. Morelia,Michoacán,3.80,2009,1
NL: C.A. Guadalupe,Sinaloa,4.40,2009,1
NL: C.A. Guadalupe,Tamaulipas,4.40,2009,1
"NL: M.A. Estrella, S.N.de los Garza",Sinaloa,5.00,2009,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.25,2009,1
Oax: Mod.A. Oaxaca,Sinaloa,3.79,2009,1
Pue: C.A. Puebla,Puebla,5.80,2009,1
Qro: M.A. Querétaro,Jalisco,3.83,2009,1
SLP: C.A. San Luis Potosí,Guanajuato,3.11,2009,1
Sin: C.A. Culiacán,Jalisco,3.58,2009,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,5.08,2009,1
Tab: C.A.Villahermosa,Chiapas,3.80,2009,1
Ver: Otros C.May. Xalapa,Sinaloa,3.05,2009,1
Yuc: C.A. Mérida,Sinaloa,4.07,2009,1
Zac: M.A. Zacatecas,Zacatecas,3.67,2009,1
"BC: C. A. INDIA, Tijuana",Sinaloa,3.50,2010,1
BCS: U.Com. La Paz,Sinaloa,5.00,2010,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.00,2010,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.00,2010,1
Chih: C.A. Chihuahua,Chihuahua,4.00,2010,1
DF: C.A. Iztapalapa,México,3.90,2010,1
DF: C.A. Iztapalapa,Sinaloa,3.80,2010,1
"Dgo: C.A. ""Francisco Villa""",Durango,3.48,2010,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.27,2010,1
Gto: C.A. León,Guanajuato,3.63,2010,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.03,2010,1
Gto: Mod.A. Irapuato,Guanajuato,4.00,2010,1
Jal: M.A. Guadalajara,Jalisco,3.53,2010,1
Mex: C.A. Ecatepec,Hidalgo,3.50,2010,1
Mex: C.A. Ecatepec,México,3.80,2010,1
Mex: C.A. Ecatepec,Sinaloa,3.70,2010,1
Mex: C.A. Toluca,México,3.30,2010,1
Mich: M.A. Morelia,Michoacán,5.33,2010,1
NL: C.A. Guadalupe,Sinaloa,4.00,2010,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.23,2010,1
Oax: Mod.A. Oaxaca,Sinaloa,4.00,2010,1
Pue: C.A. Puebla,Sinaloa,4.00,2010,1
Qro: M.A. Querétaro,Jalisco,3.70,2010,1
SLP: C.A. San Luis Potosí,Sinaloa,3.31,2010,1
Sin: C.A. Culiacán,Sinaloa,3.43,2010,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.70,2010,1
Tab: C.A.Villahermosa,Tabasco,4.00,2010,1
Tab: C.A.Villahermosa,Importación,2.00,2010,1
Ver: Otros C.May. Xalapa,Veracruz,3.63,2010,1
Yuc: C.A. Mérida,Yucatán,4.25,2010,1
Zac: M.A. Zacatecas,Zacatecas,3.60,2010,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,3.66,2011,1
BCS: U.Com. La Paz,Sinaloa,5.00,2011,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.60,2011,1
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.50,2011,1
Chih: C.A. Chihuahua,Chihuahua,4.00,2011,1
DF: C.A. Iztapalapa,Guanajuato,4.00,2011,1
DF: C.A. Iztapalapa,México,3.93,2011,1
DF: C.A. Iztapalapa,Sinaloa,4.03,2011,1
"Dgo: C.A. ""Francisco Villa""",Durango,3.58,2011,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.60,2011,1
Gto: C.A. León,Sinaloa,3.60,2011,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,4.00,2011,1
Gto: Mod.A. Irapuato,Guanajuato,3.50,2011,1
Jal: M.A. Guadalajara,Jalisco,4.00,2011,1
Mex: C.A. Ecatepec,México,3.80,2011,1
Mex: C.A. Ecatepec,Sinaloa,3.60,2011,1
Mex: C.A. Toluca,México,3.45,2011,1
Mich: M.A. Morelia,Michoacán,4.00,2011,1
NL: C.A. Guadalupe,Tamaulipas,4.58,2011,1
"NL: M.A. Estrella, S.N.de los Garza",Sinaloa,4.20,2011,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.25,2011,1
Oax: Mod.A. Oaxaca,Sinaloa,3.85,2011,1
Pue: C.A. Puebla,Sinaloa,4.00,2011,1
Qro: M.A. Querétaro,Guanajuato,4.00,2011,1
SLP: C.A. San Luis Potosí,Guanajuato,3.48,2011,1
Sin: C.A. Culiacán,Sinaloa,3.60,2011,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.63,2011,1
Tab: C.A.Villahermosa,Chiapas,4.05,2011,1
Tab: C.A.Villahermosa,Nayarit,4.00,2011,1
Tab: C.A.Villahermosa,Sinaloa,4.16,2011,1
Tab: C.A.Villahermosa,Tabasco,3.98,2011,1
Tab: C.A.Villahermosa,Veracruz,4.00,2011,1
Tamps: Mod.A. Reynosa,Nuevo León,5.00,2011,1
Ver: C.de Abasto de Minatitlán,Veracruz,4.00,2011,1
Ver: Otros C.May. Xalapa,Veracruz,3.80,2011,1
Yuc: C.A. Mérida,Campeche,4.50,2011,1
Yuc: C.A. Mérida,Yucatán,4.50,2011,1
Zac: M.A. Zacatecas,Zacatecas,3.70,2011,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.90,2012,1
BCS: U.Com. La Paz,Jalisco,8.00,2012,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,6.40,2012,1
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,7.25,2012,1
Chih: C.A. Chihuahua,Chihuahua,6.20,2012,1
DF: C.A. Iztapalapa,Sinaloa,6.30,2012,1
"Dgo: C.A. ""Francisco Villa""",Durango,6.08,2012,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,6.00,2012,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.80,2012,1
Gto: C.A. León,Sinaloa,5.00,2012,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,6.00,2012,1
Gto: Mod.A. Irapuato,Guanajuato,5.00,2012,1
Jal: M.A. Guadalajara,Jalisco,5.80,2012,1
Mex: C.A. Ecatepec,Hidalgo,5.80,2012,1
Mex: C.A. Ecatepec,México,8.00,2012,1
Mex: C.A. Ecatepec,Sinaloa,5.78,2012,1
Mex: C.A. Toluca,México,6.65,2012,1
Mich: M.A. Morelia,Michoacán,6.15,2012,1
NL: C.A. Guadalupe,Sinaloa,7.25,2012,1
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,6.53,2012,1
Oax: Mod.A. Oaxaca,Oaxaca,5.88,2012,1
Pue: C.A. Puebla,Sinaloa,6.00,2012,1
Qro: M.A. Querétaro,Sinaloa,5.70,2012,1
SLP: C.A. San Luis Potosí,Guanajuato,5.59,2012,1
Sin: C.A. Culiacán,Sinaloa,7.00,2012,1
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,7.00,2012,1
Tab: C.A.Villahermosa,Chiapas,5.59,2012,1
Tab: C.A.Villahermosa,Yucatán,6.05,2012,1
Tamps: Mod.A. Reynosa,Nuevo León,5.50,2012,1
Tamps: Mod.A. T. Mad.y Altamira,Querétaro,6.00,2012,1
Ver: C.de Abasto de Minatitlán,Veracruz,6.23,2012,1
Ver: Otros C.May. Xalapa,Veracruz,6.15,2012,1
Yuc: C.A. Mérida,Campeche,5.50,2012,1
Zac: M.A. Zacatecas,Zacatecas,6.00,2012,1
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.50,2013,1
BCS: U.Com. La Paz,Jalisco,8.50,2013,1
"Coah: C.A. La Laguna, Torreón",Sinaloa,6.32,2013,1
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,7.80,2013,1
Chih: C.A. Chihuahua,Chihuahua,6.00,2013,1
DF: C.A. Iztapalapa,Sinaloa,5.64,2013,1
"Dgo: C.A. ""Francisco Villa""",Durango,5.60,2013,1
"Dgo: C.A. ""Francisco Villa""",Sinaloa,5.25,2013,1
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.40,2013,1
Gto: C.A. León,Sinaloa,5.00,2013,1
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,6.00,2013,1
Gto: Mod.A. Irapuato,Guanajuato,5.50,2013,1
Jal: M.A. Guadalajara,Jalisco,5.36,2013,1
Mex: C.A. Ecatepec,Hidalgo,5.00,2013,1
