destino,origen,precio,anio,mes
"Coah: C.A. La Laguna, Torreón",Sinaloa,5.00,2015,3
Chis: C.A. Tuxtla Gutiérrez,Chiapas,6.00,2015,3
Chih: C.A. Chihuahua,Chihuahua,5.50,2015,3
DF: C.A. Iztapalapa,México,4.80,2015,3
"Dgo: C.A. ""Francisco Villa""",Durango,4.40,2015,3
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,5.00,2015,3
Gto: C.A. León,Sinaloa,5.00,2015,3
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,5.13,2015,3
Gto: Mod.A. Irapuato,Guanajuato,3.78,2015,3
Jal: M.A. Guadalajara,Jalisco,4.60,2015,3
Mex: C.A. Ecatepec,Sinaloa,4.62,2015,3
Mex: C.A. Toluca,México,3.75,2015,3
Mich: M.A. Morelia,Michoacán,3.83,2015,3
Mich: M.A. Morelia,Sinaloa,4.00,2015,3
NL: C.A. Guadalupe,Tamaulipas,5.80,2015,3
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.00,2015,3
Oax: Mod.A. Oaxaca,Sinaloa,4.75,2015,3
Pue: C.A. Puebla,Sinaloa,5.20,2015,3
Qro: M.A. Querétaro,Sinaloa,3.73,2015,3
SLP: C.A. San Luis Potosí,Guanajuato,3.83,2015,3
Sin: C.A. Culiacán,Jalisco,4.25,2015,3
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.50,2015,3
Tab: C.A.Villahermosa,Chiapas,4.40,2015,3
Tab: C.A.Villahermosa,Querétaro,4.50,2015,3
Tab: C.A.Villahermosa,Sinaloa,4.58,2015,3
Tab: C.A.Villahermosa,Veracruz,4.45,2015,3
Tamps: Mod.A. Reynosa,Nuevo León,5.38,2015,3
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,6.00,2015,3
Ver: C.de Abasto de Minatitlán,Veracruz,4.50,2015,3
Ver: Otros C.May. Xalapa,Veracruz,4.50,2015,3
Yuc: C.A. Mérida,Campeche,6.00,2015,3
Zac: M.A. Zacatecas,Guanajuato,4.00,2015,3
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,4.30,2016,3
BCS: U.Com. La Paz,Jalisco,7.00,2016,3
"Coah: C.A. La Laguna, Torreón",Sinaloa,5.00,2016,3
Chis: C.A. Tuxtla Gutiérrez,Chiapas,6.30,2016,3
Chih: C.A. Chihuahua,Chihuahua,6.00,2016,3
DF: C.A. Iztapalapa,Sinaloa,5.36,2016,3
"Dgo: C.A. ""Francisco Villa""",Durango,5.40,2016,3
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,5.50,2016,3
Gto: C.A. León,Sinaloa,5.00,2016,3
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,5.00,2016,3
Gto: Mod.A. Irapuato,Guanajuato,4.20,2016,3
Jal: M.A. Guadalajara,Jalisco,5.10,2016,3
Mex: C.A. Ecatepec,Sinaloa,5.50,2016,3
Mex: C.A. Toluca,México,4.58,2016,3
Mich: M.A. Morelia,Jalisco,4.70,2016,3
Mich: M.A. Morelia,Michoacán,4.42,2016,3
Mich: M.A. Morelia,Sinaloa,4.63,2016,3
NL: C.A. Guadalupe,Tamaulipas,5.20,2016,3
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.40,2016,3
Oax: Mod.A. Oaxaca,Sinaloa,4.80,2016,3
Pue: C.A. Puebla,Sinaloa,5.00,2016,3
Qro: M.A. Querétaro,Guanajuato,4.55,2016,3
Qro: M.A. Querétaro,Sinaloa,4.67,2016,3
SLP: C.A. San Luis Potosí,Guanajuato,4.62,2016,3
Sin: C.A. Culiacán,Jalisco,4.32,2016,3
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.68,2016,3
Tab: C.A.Villahermosa,Campeche,4.75,2016,3
Tab: C.A.Villahermosa,Querétaro,5.13,2016,3
Tab: C.A.Villahermosa,Sinaloa,5.18,2016,3
Tab: C.A.Villahermosa,Tabasco,5.23,2016,3
Tab: C.A.Villahermosa,Veracruz,4.80,2016,3
Tab: C.A.Villahermosa,Yucatán,4.94,2016,3
Tamps: Mod.A. Reynosa,Nuevo León,6.00,2016,3
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,7.00,2016,3
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,8.00,2016,3
Ver: C.de Abasto de Minatitlán,Veracruz,5.60,2016,3
Ver: Otros C.May. Xalapa,Veracruz,5.54,2016,3
Yuc: C.A. Mérida,Campeche,6.00,2016,3
Zac: M.A. Zacatecas,Zacatecas,5.00,2016,3
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,4.88,2017,3
BCS: U.Com. La Paz,Jalisco,8.00,2017,3
"Coah: C.A. La Laguna, Torreón",Sinaloa,5.50,2017,3
Chis: C.A. Tuxtla Gutiérrez,Chiapas,7.00,2017,3
Chih: C.A. Chihuahua,Chihuahua,6.00,2017,3
DF: C.A. Iztapalapa,Sinaloa,6.00,2017,3
"Dgo: C.A. ""Francisco Villa""",Durango,4.80,2017,3
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.00,2017,3
Gto: C.A. León,Sinaloa,5.80,2017,3
Gto: Mod.A. Irapuato,Guanajuato,4.90,2017,3
Jal: M.A. Guadalajara,Jalisco,5.34,2017,3
Mex: C.A. Ecatepec,Sinaloa,6.00,2017,3
Mex: C.A. Toluca,México,5.38,2017,3
Mich: M.A. Morelia,Michoacán,4.72,2017,3
Mich: M.A. Morelia,Sinaloa,5.16,2017,3
"Nay: M.A. 'A.López Mateos', Tepic",Jalisco,5.00,2017,3
NL: C.A. Guadalupe,Tamaulipas,5.76,2017,3
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.62,2017,3
Oax: Mod.A. Oaxaca,Sinaloa,4.72,2017,3
Pue: C.A. Puebla,Sinaloa,5.20,2017,3
Qro: M.A. Querétaro,Guanajuato,4.60,2017,3
SLP: C.A. San Luis Potosí,Guanajuato,4.70,2017,3
Sin: C.A. Culiacán,Sinaloa,5.00,2017,3
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,6.40,2017,3
Tab: C.A.Villahermosa,Campeche,4.90,2017,3
Tab: C.A.Villahermosa,Chiapas,4.90,2017,3
Tab: C.A.Villahermosa,Sinaloa,5.35,2017,3
Tab: C.A.Villahermosa,Tamaulipas,4.95,2017,3
Tab: C.A.Villahermosa,Veracruz,4.93,2017,3
Tab: C.A.Villahermosa,Yucatán,5.05,2017,3
Tamps: Mod.A. Reynosa,Nuevo León,7.00,2017,3
Tamps: Mod.A. T. Mad.y Altamira,Nuevo León,6.80,2017,3
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,7.50,2017,3
Ver: C.de Abasto de Minatitlán,Veracruz,5.44,2017,3
Ver: Otros C.May. Xalapa,Veracruz,5.50,2017,3
Yuc: C.A. Mérida,Campeche,6.00,2017,3
Zac: M.A. Zacatecas,Zacatecas,4.80,2017,3
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,1.80,2000,4
BCS: U.Com. La Paz,Baja California Sur,3.00,2000,4
"Coah: C.A. La Laguna, Torreón",Sinaloa,2.30,2000,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,1.80,2000,4
DF: C.A. Iztapalapa,México,2.00,2000,4
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,2.23,2000,4
Gto: C.A. León,Sinaloa,3.25,2000,4
Gto: Mod.A. Irapuato,Sinaloa,4.75,2000,4
Jal: M.A. Guadalajara,Jalisco,1.70,2000,4
Mex: C.A. Ecatepec,México,2.05,2000,4
Mich: M.A. Morelia,Michoacán,1.73,2000,4
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.10,2000,4
NL: C.A. Guadalupe,Tamaulipas,1.90,2000,4
"NL: M.A. Estrella, S.N.de los Garza",Nuevo León,1.78,2000,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.80,2000,4
Oax: Mod.A. Oaxaca,Oaxaca,1.95,2000,4
Pue: C.A. Puebla,Puebla,2.10,2000,4
Qro: M.A. Querétaro,Guanajuato,2.00,2000,4
SLP: C.A. San Luis Potosí,San Luis Potosí,1.70,2000,4
SLP: C.A. San Luis Potosí,Tamaulipas,1.70,2000,4
Sin: C.A. Culiacán,Sinaloa,2.50,2000,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.20,2000,4
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.20,2000,4
Tamps: Mod.A. T. Mad.y Altamira,Tamaulipas,1.80,2000,4
Ver: Otros C.May. Xalapa,Distrito Federal,1.80,2000,4
Yuc: C.A. Mérida,Yucatán,1.73,2000,4
Zac: M.A. Zacatecas,Zacatecas,1.80,2000,4
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.28,2001,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.15,2001,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.00,2001,4
DF: C.A. Iztapalapa,México,2.03,2001,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.18,2001,4
Gto: C.A. León,Sinaloa,2.05,2001,4
Gto: Mod.A. Irapuato,Guanajuato,2.57,2001,4
Gto: Mod.A. Irapuato,Sinaloa,2.50,2001,4
Jal: M.A. Guadalajara,Jalisco,1.65,2001,4
Mex: C.A. Ecatepec,México,2.08,2001,4
Mich: M.A. Morelia,Michoacán,1.80,2001,4
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.00,2001,4
NL: C.A. Guadalupe,Tamaulipas,1.95,2001,4
NL: C.A. Guadalupe,Importación,2.00,2001,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.00,2001,4
Oax: Mod.A. Oaxaca,Oaxaca,2.03,2001,4
Pue: C.A. Puebla,Puebla,1.90,2001,4
Qro: M.A. Querétaro,Guanajuato,1.90,2001,4
SLP: C.A. San Luis Potosí,Jalisco,1.72,2001,4
Sin: C.A. Culiacán,Sinaloa,2.00,2001,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.43,2001,4
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.50,2001,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2001,4
Ver: Otros C.May. Xalapa,Distrito Federal,1.80,2001,4
Yuc: C.A. Mérida,Yucatán,2.00,2001,4
Zac: M.A. Zacatecas,Zacatecas,1.80,2001,4
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.06,2002,4
BCS: U.Com. La Paz,Jalisco,2.20,2002,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.20,2002,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.00,2002,4
DF: C.A. Iztapalapa,México,2.02,2002,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.24,2002,4
Gto: C.A. León,Guanajuato,1.87,2002,4
Gto: Mod.A. Irapuato,Guanajuato,2.30,2002,4
Jal: M.A. Guadalajara,Jalisco,1.80,2002,4
Mex: C.A. Ecatepec,México,2.04,2002,4
Mich: M.A. Morelia,Michoacán,1.78,2002,4
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.00,2002,4
"Nay: Nayarabastos, Tepic",Jalisco,1.80,2002,4
"Nay: Nayarabastos, Tepic",Nayarit,2.00,2002,4
NL: C.A. Guadalupe,Tamaulipas,1.98,2002,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.95,2002,4
Oax: Mod.A. Oaxaca,Chiapas,2.03,2002,4
Oax: Mod.A. Oaxaca,Oaxaca,2.23,2002,4
Pue: C.A. Puebla,Puebla,1.80,2002,4
Qro: M.A. Querétaro,Jalisco,1.85,2002,4
SLP: C.A. San Luis Potosí,Jalisco,1.65,2002,4
Sin: C.A. Culiacán,Sinaloa,2.50,2002,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.60,2002,4
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.60,2002,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2002,4
Ver: Otros C.May. Xalapa,Sinaloa,2.00,2002,4
Yuc: C.A. Mérida,Yucatán,1.80,2002,4
Zac: M.A. Zacatecas,Zacatecas,1.92,2002,4
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.08,2003,4
BCS: U.Com. La Paz,Jalisco,2.70,2003,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.24,2003,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.50,2003,4
DF: C.A. Iztapalapa,México,2.06,2003,4
"Dgo: C.A. ""Francisco Villa""",Durango,2.03,2003,4
"Dgo: C.A. ""Francisco Villa""",Tamaulipas,2.00,2003,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.32,2003,4
Gto: C.A. León,Guanajuato,2.08,2003,4
Gto: Mod.A. Irapuato,Guanajuato,2.30,2003,4
Hgo: C.A. Pachuca,Distrito Federal,2.10,2003,4
Jal: M.A. Guadalajara,Jalisco,1.96,2003,4
Mex: C.A. Ecatepec,México,2.02,2003,4
Mich: M.A. Morelia,Michoacán,1.96,2003,4
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.16,2003,4
"Nay: Nayarabastos, Tepic",Jalisco,1.96,2003,4
NL: C.A. Guadalupe,Tamaulipas,2.49,2003,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.28,2003,4
Oax: Mod.A. Oaxaca,Chiapas,2.28,2003,4
Oax: Mod.A. Oaxaca,Oaxaca,2.38,2003,4
Pue: C.A. Puebla,Tlaxcala,2.12,2003,4
Qro: M.A. Querétaro,Jalisco,2.08,2003,4
SLP: C.A. San Luis Potosí,Guanajuato,1.93,2003,4
Sin: C.A. Culiacán,Sinaloa,3.00,2003,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.60,2003,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2003,4
Ver: Otros C.May. Xalapa,Sinaloa,2.08,2003,4
Yuc: C.A. Mérida,Campeche,2.50,2003,4
Yuc: C.A. Mérida,Yucatán,2.50,2003,4
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.00,2004,4
BCS: U.Com. La Paz,Baja California Sur,2.50,2004,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.38,2004,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.00,2004,4
Chih: C.A. Chihuahua,Chihuahua,2.35,2004,4
DF: C.A. Iztapalapa,México,2.23,2004,4
"Dgo: C.A. ""Francisco Villa""",Durango,2.13,2004,4
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.22,2004,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.38,2004,4
Gto: C.A. León,Guanajuato,2.20,2004,4
Gto: Mod.A. Irapuato,Guanajuato,3.00,2004,4
Hgo: C.A. Pachuca,Distrito Federal,2.20,2004,4
Jal: M.A. Guadalajara,Jalisco,2.15,2004,4
Mex: C.A. Ecatepec,Hidalgo,2.18,2004,4
Mex: C.A. Ecatepec,México,2.20,2004,4
Mich: M.A. Morelia,Michoacán,1.95,2004,4
"Nay: M.A. 'A.López Mateos', Tepic",Jalisco,2.60,2004,4
"Nay: Nayarabastos, Tepic",Jalisco,2.87,2004,4
NL: C.A. Guadalupe,Tamaulipas,2.75,2004,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.43,2004,4
Oax: Mod.A. Oaxaca,Chiapas,2.25,2004,4
Pue: C.A. Puebla,Tlaxcala,2.20,2004,4
Qro: M.A. Querétaro,Jalisco,2.48,2004,4
SLP: C.A. San Luis Potosí,Guanajuato,2.00,2004,4
Sin: C.A. Culiacán,Sinaloa,3.00,2004,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,2.70,2004,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2004,4
Ver: Otros C.May. Xalapa,Sinaloa,2.23,2004,4
Yuc: C.A. Mérida,Yucatán,2.50,2004,4
Ags: C.A.Aguascalientes,Jalisco,2.40,2005,4
Ags: C.C.Agrop.Aguascalientes,Sinaloa,2.10,2005,4
BCS: U.Com. La Paz,Baja California Sur,3.50,2005,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.40,2005,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.75,2005,4
Chih: C.A. Chihuahua,Chihuahua,2.38,2005,4
DF: C.A. Iztapalapa,México,2.30,2005,4
"Dgo: C.A. ""Francisco Villa""",Durango,1.84,2005,4
"Dgo: C.A. ""Francisco Villa""",Sinaloa,1.95,2005,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.38,2005,4
Gto: C.A. León,Guanajuato,2.05,2005,4
Gto: Mod.A. Irapuato,Guanajuato,2.50,2005,4
Hgo: C.A. Pachuca,Distrito Federal,2.20,2005,4
Jal: M.A. Guadalajara,Jalisco,1.85,2005,4
Mex: C.A. Ecatepec,Hidalgo,2.18,2005,4
Mich: M.A. Morelia,Michoacán,2.47,2005,4
NL: C.A. Guadalupe,Tamaulipas,2.75,2005,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.48,2005,4
Oax: Mod.A. Oaxaca,Chiapas,2.28,2005,4
Pue: C.A. Puebla,Puebla,2.00,2005,4
Qro: M.A. Querétaro,Jalisco,2.60,2005,4
SLP: C.A. San Luis Potosí,Guanajuato,1.82,2005,4
Sin: C.A. Culiacán,Sinaloa,3.00,2005,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,2.83,2005,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2005,4
Ver: Otros C.May. Xalapa,Sinaloa,2.10,2005,4
Yuc: C.A. Mérida,Yucatán,2.50,2005,4
Zac: M.A. Zacatecas,Zacatecas,2.00,2005,4
Ags: C.C.Agrop.Aguascalientes,Sinaloa,2.20,2006,4
BCS: U.Com. La Paz,Jalisco,3.20,2006,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.30,2006,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.00,2006,4
Chih: C.A. Chihuahua,Chihuahua,2.40,2006,4
DF: C.A. Iztapalapa,México,2.40,2006,4
"Dgo: C.A. ""Francisco Villa""",Durango,2.09,2006,4
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.20,2006,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.43,2006,4
Gto: C.A. León,Sinaloa,2.28,2006,4
Gto: Mod.A. Irapuato,Guanajuato,3.13,2006,4
Hgo: C.A. Pachuca,Distrito Federal,2.20,2006,4
Jal: M.A. Guadalajara,Jalisco,2.30,2006,4
Mex: C.A. Ecatepec,Hidalgo,2.33,2006,4
Mex: C.A. Ecatepec,México,2.20,2006,4
Mex: C.A. Ecatepec,Sinaloa,2.37,2006,4
Mich: M.A. Morelia,Michoacán,2.80,2006,4
NL: C.A. Guadalupe,Tamaulipas,2.50,2006,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.45,2006,4
Oax: Mod.A. Oaxaca,Chiapas,2.31,2006,4
Pue: C.A. Puebla,Puebla,2.20,2006,4
Qro: M.A. Querétaro,Jalisco,2.38,2006,4
SLP: C.A. San Luis Potosí,Guanajuato,2.19,2006,4
Sin: C.A. Culiacán,Sinaloa,3.00,2006,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.90,2006,4
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2006,4
Ver: Otros C.May. Xalapa,Sinaloa,2.40,2006,4
Yuc: C.A. Mérida,Campeche,2.50,2006,4
Yuc: C.A. Mérida,Distrito Federal,2.60,2006,4
Zac: M.A. Zacatecas,Zacatecas,2.00,2006,4
Ags: C.C.Agrop.Aguascalientes,Sinaloa,3.40,2007,4
BCS: U.Com. La Paz,Jalisco,3.50,2007,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,4.18,2007,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.50,2007,4
Chih: C.A. Chihuahua,Chihuahua,3.50,2007,4
DF: C.A. Iztapalapa,México,3.48,2007,4
"Dgo: C.A. ""Francisco Villa""",Durango,3.50,2007,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,4.18,2007,4
Gto: C.A. León,Sinaloa,3.50,2007,4
Jal: M.A. Guadalajara,Jalisco,3.50,2007,4
Mex: C.A. Ecatepec,Hidalgo,3.56,2007,4
Mex: C.A. Ecatepec,México,3.70,2007,4
Mex: C.A. Ecatepec,Sinaloa,3.70,2007,4
Mex: C.A. Toluca,México,3.00,2007,4
Mich: M.A. Morelia,Michoacán,3.50,2007,4
NL: C.A. Guadalupe,Sinaloa,3.65,2007,4
NL: C.A. Guadalupe,Tamaulipas,3.80,2007,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,3.58,2007,4
Oax: Mod.A. Oaxaca,Distrito Federal,3.50,2007,4
Pue: C.A. Puebla,Puebla,3.00,2007,4
Qro: M.A. Querétaro,Jalisco,3.48,2007,4
SLP: C.A. San Luis Potosí,Sinaloa,3.07,2007,4
Sin: C.A. Culiacán,Sinaloa,4.50,2007,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.13,2007,4
Tab: C.A.Villahermosa,Yucatán,3.78,2007,4
Ver: Otros C.May. Xalapa,Sinaloa,3.50,2007,4
Yuc: C.A. Mérida,Campeche,3.23,2007,4
Zac: M.A. Zacatecas,Zacatecas,3.50,2007,4
Ags: C.C.Agrop.Aguascalientes,Zacatecas,3.24,2008,4
BCS: U.Com. La Paz,Baja California Sur,5.00,2008,4
"Coah: C.A. La Laguna, Torreón",Chihuahua,3.22,2008,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.80,2008,4
Chih: C.A. Chihuahua,Chihuahua,3.92,2008,4
DF: C.A. Iztapalapa,México,3.42,2008,4
DF: C.A. Iztapalapa,Sinaloa,3.38,2008,4
"Dgo: C.A. ""Francisco Villa""",Durango,3.23,2008,4
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,3.30,2008,4
Gto: C.A. León,Guanajuato,3.55,2008,4
Gto: C.A. León,Sinaloa,3.50,2008,4
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.16,2008,4
Gto: Mod.A. Irapuato,Sinaloa,3.50,2008,4
Jal: M.A. Guadalajara,Jalisco,3.44,2008,4
Mex: C.A. Ecatepec,Hidalgo,3.47,2008,4
Mex: C.A. Ecatepec,México,3.63,2008,4
Mex: C.A. Ecatepec,Sinaloa,3.47,2008,4
Mex: C.A. Toluca,México,2.82,2008,4
Mich: M.A. Morelia,Michoacán,3.50,2008,4
NL: C.A. Guadalupe,Sinaloa,3.80,2008,4
NL: C.A. Guadalupe,Tamaulipas,3.85,2008,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,3.48,2008,4
Oax: Mod.A. Oaxaca,Distrito Federal,3.25,2008,4
Oax: Mod.A. Oaxaca,México,3.30,2008,4
Oax: Mod.A. Oaxaca,Puebla,3.40,2008,4
Oax: Mod.A. Oaxaca,Sinaloa,3.40,2008,4
Pue: C.A. Puebla,Puebla,3.20,2008,4
Qro: M.A. Querétaro,Jalisco,3.38,2008,4
SLP: C.A. San Luis Potosí,Guanajuato,3.10,2008,4
Sin: C.A. Culiacán,Sinaloa,3.36,2008,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.50,2008,4
Tab: C.A.Villahermosa,Sinaloa,3.47,2008,4
Tab: C.A.Villahermosa,Yucatán,3.40,2008,4
Ver: Otros C.May. Xalapa,Sinaloa,3.20,2008,4
Yuc: C.A. Mérida,Campeche,3.48,2008,4
Zac: M.A. Zacatecas,Zacatecas,3.50,2008,4
Ags: C.C.Agrop.Aguascalientes,Tamaulipas,3.50,2009,4
BCS: U.Com. La Paz,Sinaloa,5.50,2009,4
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.08,2009,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.50,2009,4
Chih: C.A. Chihuahua,Chihuahua,4.00,2009,4
DF: C.A. Iztapalapa,Hidalgo,3.94,2009,4
DF: C.A. Iztapalapa,Sinaloa,4.00,2009,4
"Dgo: C.A. ""Francisco Villa""",Durango,3.88,2009,4
"Dgo: C.A. ""Francisco Villa""",Sinaloa,4.20,2009,4
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,3.96,2009,4
Gto: C.A. León,Guanajuato,3.74,2009,4
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,2.95,2009,4
Gto: Mod.A. Irapuato,Sinaloa,4.00,2009,4
Jal: M.A. Guadalajara,Jalisco,3.62,2009,4
Mex: C.A. Ecatepec,Hidalgo,3.40,2009,4
Mex: C.A. Ecatepec,México,3.90,2009,4
Mex: C.A. Ecatepec,Sinaloa,3.58,2009,4
Mex: C.A. Toluca,México,3.50,2009,4
Mich: M.A. Morelia,Michoacán,3.80,2009,4
NL: C.A. Guadalupe,Sinaloa,4.36,2009,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.02,2009,4
Oax: Mod.A. Oaxaca,Sinaloa,3.74,2009,4
Pue: C.A. Puebla,Sinaloa,3.80,2009,4
Qro: M.A. Querétaro,Jalisco,3.90,2009,4
SLP: C.A. San Luis Potosí,Guanajuato,3.36,2009,4
Sin: C.A. Culiacán,Jalisco,3.60,2009,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,5.24,2009,4
Tab: C.A.Villahermosa,Chiapas,4.28,2009,4
Ver: Otros C.May. Xalapa,Veracruz,3.67,2009,4
Yuc: C.A. Mérida,Campeche,4.50,2009,4
Yuc: C.A. Mérida,Sinaloa,4.86,2009,4
Zac: M.A. Zacatecas,Zacatecas,3.50,2009,4
BCS: U.Com. La Paz,Sinaloa,4.80,2010,4
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.13,2010,4
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.00,2010,4
Chih: C.A. Chihuahua,Chihuahua,4.00,2010,4
DF: C.A. Iztapalapa,México,3.87,2010,4
DF: C.A. Iztapalapa,Sinaloa,3.80,2010,4
"Dgo: C.A. ""Francisco Villa""",Durango,3.70,2010,4
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.20,2010,4
Gto: C.A. León,Sinaloa,3.68,2010,4
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.15,2010,4
Gto: Mod.A. Irapuato,Guanajuato,4.00,2010,4
Jal: M.A. Guadalajara,Jalisco,3.60,2010,4
Mex: C.A. Ecatepec,México,3.80,2010,4
Mex: C.A. Ecatepec,Sinaloa,3.50,2010,4
Mex: C.A. Toluca,México,3.45,2010,4
Mich: M.A. Morelia,Michoacán,5.00,2010,4
NL: C.A. Guadalupe,Sinaloa,4.37,2010,4
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.17,2010,4
Oax: Mod.A. Oaxaca,Sinaloa,4.00,2010,4
Pue: C.A. Puebla,Sinaloa,4.00,2010,4
Qro: M.A. Querétaro,Jalisco,3.75,2010,4
SLP: C.A. San Luis Potosí,Sinaloa,3.24,2010,4
Sin: C.A. Culiacán,Sinaloa,3.53,2010,4
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.27,2010,4
Tab: C.A.Villahermosa,Tabasco,4.20,2010,4
Ver: C.de Abasto de Minatitlán,Veracruz,3.80,2010,4
Ver: Otros C.May. Xalapa,Veracruz,3.80,2010,4
Yuc: C.A. Mérida,Campeche,4.15,2010,4
Zac: M.A. Zacatecas,Zacatecas,3.55,2010,4
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.80,2011,4
"BC: C. A. INDIA, Tijuana",Jalisco,4.40,2011,4
BCS: U.Com. La Paz,Jalisco,6.50,2011,4
